date,ticker,price,decision,rsi,sentiment,reason
2025-12-19,ADA-USDT,0.3767,sell,38.55,neutral,"SELL: score=-22.7"
2025-12-19,BNB-USDT,856.17,sell,43.53,neutral,"SELL: score=-10.0"
2025-12-19,BTC-USDT,88136.94,sell,44.70,neutral,"SELL: score=-12.5"
2025-12-19,DOGE-USDT,0.13222,sell,42.70,neutral,"SELL: score=-21.2"
2025-12-19,DOT-USDT,1.849,sell,32.92,neutral,"SELL: score=-21.7"
2025-12-19,ETH-USDT,2979.5,sell,46.61,neutral,"SELL: score=-34.5"
2025-12-19,LTC-USDT,77.49,hold,38.93,neutral,"HOLD: score=-6.4"
2025-12-19,SOL-USDT,126.27,sell,43.89,neutral,"SELL: score=-29.3"
2025-12-19,XRP-USDT,1.9092,sell,40.95,neutral,"SELL: score=-27.2"
2025-12-20,ADA-USDT,0.373,sell,37.84,neutral,"SELL: score=-21.1"
2025-12-20,BNB-USDT,854.17,hold,43.15,neutral,"HOLD: score=-9.7"
2025-12-20,BTC-USDT,88360.9,sell,45.31,neutral,"SELL: score=-13.9"
2025-12-20,DOGE-USDT,0.13194,sell,42.51,neutral,"SELL: score=-21.0"
2025-12-20,DOT-USDT,1.832,sell,32.36,neutral,"SELL: score=-20.8"
2025-12-20,ETH-USDT,2977.93,sell,46.53,neutral,"SELL: score=-34.4"
2025-12-20,LTC-USDT,77.84,hold,39.68,neutral,"HOLD: score=-8.2"
2025-12-20,SOL-USDT,125.81,sell,43.47,neutral,"SELL: score=-29.2"
2025-12-20,XRP-USDT,1.9335,sell,42.92,neutral,"SELL: score=-30.6"
2025-12-21,ADA-USDT,0.3662,sell,36.50,neutral,"SELL: score=-18.7"
2025-12-21,BNB-USDT,858.64,sell,44.32,neutral,"SELL: score=-10.5"
2025-12-21,BTC-USDT,88658.86,sell,46.16,neutral,"SELL: score=-14.7"
2025-12-21,DOGE-USDT,0.13112,sell,41.91,neutral,"SELL: score=-19.9"
2025-12-21,DOT-USDT,1.802,sell,31.35,neutral,"SELL: score=-16.9"
2025-12-21,ETH-USDT,3002.02,sell,47.85,neutral,"SELL: score=-35.5"
2025-12-21,LTC-USDT,76.79,hold,38.15,neutral,"HOLD: score=-5.2"
2025-12-21,SOL-USDT,126.03,sell,43.75,neutral,"SELL: score=-29.7"
2025-12-21,XRP-USDT,1.9223,sell,42.22,neutral,"SELL: score=-29.1"
2025-12-22,ADA-USDT,0.3711,sell,38.19,neutral,"SELL: score=-20.4"
2025-12-22,BNB-USDT,858.66,sell,44.33,neutral,"SELL: score=-10.9"
2025-12-22,BTC-USDT,88620.79,sell,46.06,neutral,"SELL: score=-15.0"
2025-12-22,DOGE-USDT,0.13258,sell,43.44,neutral,"SELL: score=-22.3"
2025-12-22,DOT-USDT,1.784,hold,30.73,neutral,"HOLD: score=5.6"
2025-12-22,ETH-USDT,3009.49,sell,48.28,neutral,"SELL: score=-16.1"
2025-12-22,LTC-USDT,77.05,hold,38.78,neutral,"HOLD: score=1.4"
2025-12-22,SOL-USDT,125.93,sell,43.64,neutral,"SELL: score=-30.2"
2025-12-22,XRP-USDT,1.9043,sell,41.06,neutral,"SELL: score=-24.9"
2025-12-23,ADA-USDT,0.3628,sell,36.43,neutral,"SELL: score=-17.9"
2025-12-23,BNB-USDT,844.3,hold,41.16,neutral,"HOLD: score=-5.3"
2025-12-23,BTC-USDT,87486,sell,43.11,neutral,"SELL: score=-10.3"
2025-12-23,DOGE-USDT,0.12928,sell,40.81,neutral,"SELL: score=-18.1"
2025-12-23,DOT-USDT,1.765,hold,30.06,neutral,"HOLD: score=8.1"
2025-12-23,ETH-USDT,2965.02,sell,45.88,neutral,"SELL: score=-13.0"
2025-12-23,LTC-USDT,77.01,hold,38.72,neutral,"HOLD: score=12.6"
2025-12-23,SOL-USDT,124.01,sell,41.58,neutral,"SELL: score=-27.0"
2025-12-23,XRP-USDT,1.8734,sell,39.08,neutral,"SELL: score=-21.2"
2025-12-24,ADA-USDT,0.3566,sell,35.12,neutral,"SELL: score=-16.6"
2025-12-24,BNB-USDT,846.58,hold,41.87,neutral,"HOLD: score=-7.3"
2025-12-24,BTC-USDT,87669.45,sell,43.74,neutral,"SELL: score=-11.8"
2025-12-24,DOGE-USDT,0.12856,sell,40.24,neutral,"SELL: score=-17.6"
2025-12-24,DOT-USDT,1.738,hold,29.08,neutral,"HOLD: score=10.0"
2025-12-24,ETH-USDT,2947.47,sell,44.93,neutral,"SELL: score=-12.1"
2025-12-24,LTC-USDT,75.79,hold,36.69,neutral,"HOLD: score=15.5"
2025-12-24,SOL-USDT,122.53,hold,40.01,neutral,"HOLD: score=-5.0"
2025-12-24,XRP-USDT,1.8628,hold,38.39,neutral,"HOLD: score=-0.2"
2025-12-25,ADA-USDT,0.3434,sell,32.45,neutral,"SELL: score=-14.0"
2025-12-25,BNB-USDT,829.64,hold,38.18,neutral,"HOLD: score=-1.5"
2025-12-25,BTC-USDT,87225.27,sell,42.52,neutral,"SELL: score=-10.1"
2025-12-25,DOGE-USDT,0.12365,sell,36.49,neutral,"SELL: score=-11.8"
2025-12-25,DOT-USDT,1.685,hold,27.21,neutral,"HOLD: score=10.7"
2025-12-25,ETH-USDT,2903.95,hold,42.57,neutral,"HOLD: score=-9.0"
2025-12-25,LTC-USDT,75.71,hold,36.55,neutral,"HOLD: score=14.9"
2025-12-25,SOL-USDT,120.06,hold,37.46,neutral,"HOLD: score=-1.8"
2025-12-25,XRP-USDT,1.8326,hold,36.44,neutral,"HOLD: score=1.4"
2025-12-26,ADA-USDT,0.3496,hold,34.95,neutral,"HOLD: score=2.9"
2025-12-26,BNB-USDT,834.72,hold,39.89,neutral,"HOLD: score=-5.1"
2025-12-26,BTC-USDT,87369.56,sell,43.07,neutral,"SELL: score=-11.3"
2025-12-26,DOGE-USDT,0.12211,hold,35.37,neutral,"HOLD: score=8.6"
2025-12-26,DOT-USDT,1.723,hold,30.65,neutral,"HOLD: score=9.7"
2025-12-26,ETH-USDT,2927.99,sell,44.31,neutral,"SELL: score=-11.6"
2025-12-26,LTC-USDT,76.87,hold,40.01,neutral,"HOLD: score=10.1"
2025-12-26,SOL-USDT,122.26,hold,41.06,neutral,"HOLD: score=-7.5"
2025-12-26,XRP-USDT,1.8437,hold,37.69,neutral,"HOLD: score=-0.1"
2025-12-27,ADA-USDT,0.37,sell,42.49,neutral,"SELL: score=-23.6"
2025-12-27,BNB-USDT,845.04,sell,43.32,neutral,"SELL: score=-10.8"
2025-12-27,BTC-USDT,87877.01,sell,45.09,neutral,"SELL: score=-14.5"
2025-12-27,DOGE-USDT,0.12435,hold,38.32,neutral,"HOLD: score=4.0"
2025-12-27,DOT-USDT,1.91,sell,44.56,neutral,"SELL: score=-17.4"
2025-12-27,ETH-USDT,2949.05,sell,45.85,neutral,"SELL: score=-13.8"
2025-12-27,LTC-USDT,80.33,hold,48.94,neutral,"HOLD: score=-2.4"
2025-12-27,SOL-USDT,124.73,sell,44.89,neutral,"SELL: score=-13.2"
2025-12-27,XRP-USDT,1.8735,hold,41.07,neutral,"HOLD: score=-1.5"
2025-12-28,ADA-USDT,0.3688,sell,42.18,neutral,"SELL: score=-22.4"
2025-12-28,BNB-USDT,859.32,sell,47.76,neutral,"SELL: score=-18.2"
2025-12-28,BTC-USDT,87952.71,sell,45.40,neutral,"SELL: score=-15.4"
2025-12-28,DOGE-USDT,0.12393,hold,37.97,neutral,"HOLD: score=3.9"
2025-12-28,DOT-USDT,1.851,sell,41.72,neutral,"SELL: score=-13.9"
2025-12-28,ETH-USDT,2950.91,sell,46.00,neutral,"SELL: score=-14.4"
2025-12-28,LTC-USDT,78.73,hold,45.56,neutral,"HOLD: score=2.4"
2025-12-28,SOL-USDT,125.27,sell,45.72,neutral,"SELL: score=-10.9"
2025-12-28,XRP-USDT,1.8654,hold,40.42,neutral,"HOLD: score=1.1"
2025-12-29,ADA-USDT,0.3532,sell,38.28,neutral,"SELL: score=-17.1"
2025-12-29,BNB-USDT,852.46,sell,45.90,neutral,"SELL: score=-15.5"
2025-12-29,BTC-USDT,87237.13,sell,42.93,neutral,"SELL: score=-12.0"
2025-12-29,DOGE-USDT,0.12288,hold,37.06,neutral,"HOLD: score=5.3"
2025-12-29,DOT-USDT,1.824,sell,40.45,neutral,"SELL: score=-12.6"
2025-12-29,ETH-USDT,2937.9,sell,45.10,neutral,"SELL: score=-13.8"
2025-12-29,LTC-USDT,78.32,hold,44.71,neutral,"HOLD: score=2.9"
2025-12-29,SOL-USDT,123.28,hold,43.14,neutral,"HOLD: score=8.7"
2025-12-29,XRP-USDT,1.8508,hold,39.24,neutral,"HOLD: score=3.7"
2025-12-30,ADA-USDT,0.3514,sell,37.84,neutral,"SELL: score=-16.2"
2025-12-30,BNB-USDT,861.65,hold,48.78,neutral,"HOLD: score=-1.1"
2025-12-30,BTC-USDT,88485.49,hold,48.22,neutral,"HOLD: score=-0.9"
2025-12-30,DOGE-USDT,0.12336,hold,37.80,neutral,"HOLD: score=4.0"
2025-12-30,DOT-USDT,1.811,sell,39.82,neutral,"SELL: score=-12.1"
2025-12-30,ETH-USDT,2973.69,sell,48.09,neutral,"SELL: score=-18.5"
2025-12-30,LTC-USDT,78.89,hold,46.22,neutral,"HOLD: score=-0.6"
2025-12-30,SOL-USDT,125.01,hold,45.99,neutral,"HOLD: score=3.9"
2025-12-30,XRP-USDT,1.8776,hold,42.57,neutral,"HOLD: score=1.4"
2025-12-31,ADA-USDT,0.3335,hold,33.73,neutral,"HOLD: score=-9.7"
2025-12-31,BNB-USDT,864.3,hold,49.61,neutral,"HOLD: score=-3.2"
2025-12-31,BTC-USDT,87648.22,hold,45.19,neutral,"HOLD: score=3.9"
2025-12-31,DOGE-USDT,0.11747,hold,32.74,neutral,"HOLD: score=12.7"
2025-12-31,DOT-USDT,1.789,sell,38.72,neutral,"SELL: score=-10.5"
2025-12-31,ETH-USDT,2971.64,sell,47.93,neutral,"SELL: score=-19.4"
2025-12-31,LTC-USDT,76.85,buy,41.83,neutral,"BUY: score=48.0"
2025-12-31,SOL-USDT,124.65,hold,45.48,neutral,"HOLD: score=4.1"
2025-12-31,XRP-USDT,1.8423,hold,39.50,neutral,"HOLD: score=6.4"
2026-01-01,ADA-USDT,0.3565,sell,42.39,neutral,"SELL: score=-21.8"
2026-01-01,BNB-USDT,864.39,hold,49.64,neutral,"HOLD: score=-3.9"
2026-01-01,BTC-USDT,88839.04,buy,50.00,neutral,"BUY: score=32.4"
2026-01-01,DOGE-USDT,0.12683,sell,45.27,neutral,"SELL: score=-26.2"
2026-01-01,DOT-USDT,1.999,hold,52.26,neutral,"HIGH VOLATILITY: 6.1%"
2026-01-01,ETH-USDT,3004.19,hold,50.74,neutral,"HOLD: score=-5.1"
2026-01-01,LTC-USDT,79.97,hold,49.70,neutral,"HOLD: Already in position"
2026-01-01,SOL-USDT,126.9,hold,49.28,neutral,"HOLD: score=-3.5"
2026-01-01,XRP-USDT,1.8799,hold,44.13,neutral,"HOLD: score=1.1"
2026-01-02,ADA-USDT,0.3949,hold,53.35,neutral,"HIGH VOLATILITY: 6.0%"
2026-01-02,BNB-USDT,881.25,hold,55.03,neutral,"HOLD: score=23.8"
2026-01-02,BTC-USDT,89995.13,hold,54.20,neutral,"HOLD: score=21.3"
2026-01-02,DOGE-USDT,0.14188,sell,58.62,neutral,"SELL: score=-51.6"
2026-01-02,DOT-USDT,2.166,hold,59.85,neutral,"HIGH VOLATILITY: 6.5%"
2026-01-02,ETH-USDT,3125.45,hold,59.53,neutral,"HOLD: score=16.9"
2026-01-02,LTC-USDT,81.93,hold,53.92,neutral,"HOLD: score=20.7"
2026-01-02,SOL-USDT,132.29,hold,57.00,neutral,"HOLD: score=19.2"
2026-01-02,XRP-USDT,2.0069,sell,56.29,neutral,"SELL: score=-21.4"
2026-01-03,ADA-USDT,0.3893,sell,51.80,neutral,"SELL: score=-36.6"
2026-01-03,BNB-USDT,878.63,hold,54.06,neutral,"HOLD: score=25.8"
2026-01-03,BTC-USDT,90628.01,hold,56.36,neutral,"HOLD: score=19.6"
2026-01-03,DOGE-USDT,0.14315,hold,59.51,neutral,"HOLD: score=-9.7"
2026-01-03,DOT-USDT,2.125,hold,57.43,neutral,"HOLD: score=-0.3"
2026-01-03,ETH-USDT,3127.11,hold,59.64,neutral,"HOLD: score=18.6"
2026-01-03,LTC-USDT,82.08,hold,54.23,neutral,"HOLD: score=22.5"
2026-01-03,SOL-USDT,133.37,hold,58.37,neutral,"HOLD: score=18.5"
2026-01-03,XRP-USDT,2.0182,hold,57.18,neutral,"HOLD: score=18.4"
2026-01-04,ADA-USDT,0.4007,hold,54.68,neutral,"HOLD: score=-0.4"
2026-01-04,BNB-USDT,895.43,hold,59.04,neutral,"HOLD: score=18.6"
2026-01-04,BTC-USDT,91529.73,hold,59.30,neutral,"HOLD: score=17.0"
2026-01-04,DOGE-USDT,0.14953,sell,63.76,neutral,"SELL: score=-12.6"
2026-01-04,DOT-USDT,2.142,hold,58.19,neutral,"HOLD: score=0.9"
2026-01-04,ETH-USDT,3144.7,hold,60.81,neutral,"HOLD: score=19.3"
2026-01-04,LTC-USDT,82.26,hold,54.63,neutral,"HOLD: score=24.0"
2026-01-04,SOL-USDT,134.12,hold,59.34,neutral,"HOLD: score=19.4"
2026-01-04,XRP-USDT,2.0909,hold,62.49,neutral,"HOLD: score=13.2"
2026-01-05,ADA-USDT,0.4211,hold,59.36,neutral,"HOLD: score=-4.8"
2026-01-05,BNB-USDT,910.31,hold,62.88,neutral,"HOLD: score=14.7"
2026-01-05,BTC-USDT,93859.71,hold,65.74,neutral,"HOLD: score=10.5"
2026-01-05,DOGE-USDT,0.15171,sell,65.11,neutral,"SELL: score=-10.8"
2026-01-05,DOT-USDT,2.208,hold,61.07,neutral,"HOLD: score=-1.0"
2026-01-05,ETH-USDT,3224.99,hold,65.71,neutral,"HOLD: score=14.4"
2026-01-05,LTC-USDT,83.46,sell,57.33,take_profit,"TAKE PROFIT: +8.6%"
2026-01-05,SOL-USDT,137.9,hold,63.89,neutral,"HOLD: score=14.5"
2026-01-05,XRP-USDT,2.3478,sell,74.52,neutral,"SELL: score=-18.5"
2026-01-06,ADA-USDT,0.4194,hold,58.82,neutral,"HOLD: score=0.0"
2026-01-06,BNB-USDT,917.64,hold,64.64,neutral,"HOLD: score=15.4"
2026-01-06,BTC-USDT,93747.97,hold,65.20,neutral,"HOLD: score=15.2"
2026-01-06,DOGE-USDT,0.15055,hold,63.75,neutral,"HOLD: score=-6.7"
2026-01-06,DOT-USDT,2.235,hold,62.22,neutral,"HOLD: score=-0.3"
2026-01-06,ETH-USDT,3296.84,hold,69.39,neutral,"HOLD: score=11.6"
2026-01-06,LTC-USDT,83.96,hold,58.44,neutral,"HOLD: score=21.7"
2026-01-06,SOL-USDT,141.08,hold,67.22,neutral,"HOLD: score=13.1"
2026-01-06,XRP-USDT,2.3042,hold,70.39,neutral,"HOLD: score=-8.5"
2026-01-07,ADA-USDT,0.4022,hold,53.47,neutral,"HOLD: score=8.1"
2026-01-07,BNB-USDT,900.3,hold,57.68,neutral,"HOLD: score=25.5"
2026-01-07,BTC-USDT,91364.16,hold,54.97,neutral,"HOLD: score=29.4"
2026-01-07,DOGE-USDT,0.14642,hold,59.03,neutral,"HOLD: score=-0.6"
2026-01-07,DOT-USDT,2.145,hold,56.27,neutral,"HOLD: score=7.6"
2026-01-07,ETH-USDT,3168.72,hold,57.52,neutral,"HOLD: score=26.8"
2026-01-07,LTC-USDT,81.71,buy,51.91,neutral,"BUY: score=31.7"
2026-01-07,SOL-USDT,136.39,hold,58.64,neutral,"HOLD: score=24.7"
2026-01-07,XRP-USDT,2.1657,hold,59.19,neutral,"HOLD: score=5.3"
2026-01-08,ADA-USDT,0.3956,hold,51.53,neutral,"HOLD: score=10.0"
2026-01-08,BNB-USDT,892.26,buy,54.74,neutral,"BUY: score=30.2"
2026-01-08,BTC-USDT,91099.99,hold,53.96,neutral,"HOLD: Already in position"
2026-01-08,DOGE-USDT,0.14194,hold,54.33,neutral,"HOLD: score=4.6"
2026-01-08,DOT-USDT,2.111,hold,54.16,neutral,"HOLD: score=10.7"
2026-01-08,ETH-USDT,3106.65,buy,52.81,neutral,"BUY: score=33.8"
2026-01-08,LTC-USDT,81.31,hold,50.82,neutral,"HOLD: Already in position"
2026-01-08,SOL-USDT,138.37,hold,60.91,neutral,"HOLD: score=22.7"
2026-01-08,XRP-USDT,2.1232,hold,56.23,neutral,"HIGH VOLATILITY: 6.2%"
2026-01-09,ADA-USDT,0.3914,hold,50.28,neutral,"HOLD: score=10.7"
2026-01-09,BNB-USDT,896.86,hold,56.12,neutral,"HOLD: score=28.9"
2026-01-09,BTC-USDT,90641.28,hold,52.17,neutral,"HOLD: Already in position"
2026-01-09,DOGE-USDT,0.14071,hold,53.08,neutral,"HOLD: score=25.7"
2026-01-09,DOT-USDT,2.083,buy,52.42,neutral,"BUY: score=33.3"
2026-01-09,ETH-USDT,3088.4,hold,51.47,neutral,"HOLD: Already in position"
2026-01-09,LTC-USDT,81.49,hold,51.31,neutral,"HOLD: Already in position"
2026-01-09,SOL-USDT,135.97,hold,56.84,neutral,"HOLD: score=28.5"
2026-01-09,XRP-USDT,2.0958,hold,54.34,neutral,"HOLD: score=12.3"
2026-01-10,ADA-USDT,0.3886,hold,49.42,neutral,"HOLD: score=11.0"
2026-01-10,BNB-USDT,907.93,hold,59.33,neutral,"HOLD: score=25.3"
2026-01-10,BTC-USDT,90504.7,hold,51.62,neutral,"HOLD: Already in position"
2026-01-10,DOGE-USDT,0.13965,hold,51.97,neutral,"HOLD: score=26.7"
2026-01-10,DOT-USDT,2.093,hold,53.00,neutral,"HOLD: Already in position"
2026-01-10,ETH-USDT,3086.72,hold,51.34,neutral,"HOLD: Already in position"
2026-01-10,LTC-USDT,81.19,hold,50.41,neutral,"HOLD: Already in position"
2026-01-10,SOL-USDT,135.84,hold,56.62,neutral,"HOLD: score=29.4"
2026-01-10,XRP-USDT,2.0907,hold,53.98,neutral,"HOLD: score=13.2"
2026-01-11,ADA-USDT,0.391,hold,50.21,neutral,"HOLD: score=29.2"
2026-01-11,BNB-USDT,904.32,hold,57.84,neutral,"HOLD: score=27.9"
2026-01-11,BTC-USDT,91013.65,hold,53.58,neutral,"HOLD: Already in position"
2026-01-11,DOGE-USDT,0.13801,hold,50.22,neutral,"HOLD: score=28.3"
2026-01-11,DOT-USDT,2.07,hold,51.44,neutral,"HOLD: Already in position"
2026-01-11,ETH-USDT,3123.45,hold,54.05,neutral,"HOLD: Already in position"
2026-01-11,LTC-USDT,78.79,sell,43.73,stop_loss,"STOP LOSS: -3.6%"
2026-01-11,SOL-USDT,139.7,hold,61.41,neutral,"HOLD: score=23.9"
2026-01-11,XRP-USDT,2.0745,hold,52.77,neutral,"HOLD: score=14.9"
2026-01-12,ADA-USDT,0.3862,buy,48.58,neutral,"BUY: score=30.7"
2026-01-12,BNB-USDT,905.78,hold,58.30,neutral,"HOLD: score=28.1"
2026-01-12,BTC-USDT,91296.2,hold,54.68,neutral,"HOLD: Already in position"
2026-01-12,DOGE-USDT,0.13662,hold,48.72,neutral,"HOLD: score=29.8"
2026-01-12,DOT-USDT,2.055,hold,50.40,neutral,"HOLD: Already in position"
2026-01-12,ETH-USDT,3095.75,hold,51.71,neutral,"HOLD: score=16.6"
2026-01-12,LTC-USDT,76.12,buy,37.75,neutral,"BUY: score=36.8"
2026-01-12,SOL-USDT,139.22,hold,60.51,neutral,"HOLD: score=25.9"
2026-01-12,XRP-USDT,2.054,buy,51.21,neutral,"BUY: score=34.6"
2026-01-13,ADA-USDT,0.4218,sell,59.15,take_profit,"TAKE PROFIT: +9.2%"
2026-01-13,BNB-USDT,943.73,hold,67.97,neutral,"HOLD: score=15.7"
2026-01-13,BTC-USDT,95414,hold,66.97,neutral,"HOLD: score=15.0"
2026-01-13,DOGE-USDT,0.14828,hold,59.60,neutral,"HOLD: score=-2.3"
2026-01-13,DOT-USDT,2.282,sell,62.69,take_profit,"TAKE PROFIT: +9.6%"
2026-01-13,ETH-USDT,3325.82,hold,65.17,neutral,"HOLD: score=-2.9"
2026-01-13,LTC-USDT,78.18,sell,44.10,neutral,"SELL: score=-11.7"
2026-01-13,SOL-USDT,145.51,hold,67.25,neutral,"HOLD: score=17.8"
2026-01-13,XRP-USDT,2.1655,hold,58.41,neutral,"HOLD: score=8.3"
2026-01-14,ADA-USDT,0.4143,hold,56.51,neutral,"HOLD: score=2.4"
2026-01-14,BNB-USDT,948.47,hold,68.94,neutral,"HOLD: score=15.9"
2026-01-14,BTC-USDT,96951.78,sell,70.21,take_profit,"TAKE PROFIT: +9.1%"
2026-01-14,DOGE-USDT,0.14718,hold,58.34,neutral,"HOLD: score=-0.1"
2026-01-14,DOT-USDT,2.226,hold,58.82,neutral,"HOLD: score=7.4"
2026-01-14,ETH-USDT,3354.92,hold,66.45,neutral,"HOLD: score=-3.0"
2026-01-14,LTC-USDT,76.67,hold,40.81,neutral,"HOLD: score=-4.9"
2026-01-14,SOL-USDT,146.69,hold,68.34,neutral,"HOLD: score=17.6"
2026-01-14,XRP-USDT,2.1394,hold,56.32,neutral,"HOLD: score=29.9"
2026-01-15,ADA-USDT,0.3936,hold,49.90,neutral,"HOLD: score=10.8"
2026-01-15,BNB-USDT,931.2,hold,61.62,neutral,"HOLD: score=24.5"
2026-01-15,BTC-USDT,95604.8,hold,64.26,neutral,"HOLD: score=20.8"
2026-01-15,DOGE-USDT,0.14004,hold,50.84,neutral,"HOLD: score=8.5"
2026-01-15,DOT-USDT,2.117,hold,52.08,neutral,"HOLD: score=16.2"
2026-01-15,ETH-USDT,3318.69,hold,63.34,neutral,"HOLD: score=22.0"
2026-01-15,LTC-USDT,72.21,hold,32.99,neutral,"HOLD: score=8.2"
2026-01-15,SOL-USDT,142.4,hold,60.46,neutral,"HOLD: score=26.6"
2026-01-15,XRP-USDT,2.0789,hold,51.69,neutral,"HOLD: Already in position"
2026-01-16,ADA-USDT,0.3955,hold,50.48,neutral,"HOLD: score=9.4"
2026-01-16,BNB-USDT,938.16,hold,63.31,neutral,"HOLD: score=22.9"
2026-01-16,BTC-USDT,95550.94,hold,64.02,neutral,"HOLD: score=22.3"
2026-01-16,DOGE-USDT,0.13813,hold,49.03,neutral,"HOLD: score=10.8"
2026-01-16,DOT-USDT,2.119,hold,52.19,neutral,"HOLD: score=16.5"
